"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","dgs","dgsj","dos","dosj","ehs","ehsj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gas","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mls","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ors","orsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rosj","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","czs","czsj","bzsj","mjs","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"295","MDS","Midlothian Public Library","XBR","https://catalog.swanlibraries.net/mds","April",2013,596,"mds",3384,3461,497,30,0,7372,0.00316770760150995,"MDS Midlothian",9,2,7,2,0,2,0,11,4,4,2,3,0,4,0,6,0,10,0,2,0,16,0,0,0,0,17,4,1,1,13,3,4,0,12,2,5,0,6,0,49,1,2,3,37,7,8,4,14,3,18,1,0,0,11,0,3,1,14,1,0,5,3,3,0,1,1,12,2,0,0,7,1,20,3,33,4,1,1,16,1,13,1,8,0,2,0,13,0,0,0,0,,1,1,17,3,1,0,5,0,0,1,3,1,30,2,30,2,0,0,3,0,10,11,2,14,2,3,0,2,0,6,0,0,0,2,0,1,0,0,0,3,0,6,0,0,0,3,0,5,0,0,8,1,1,0,2,0,0,3,1,0,0,14,5,0,1,4,2,27,0,1,0,21,3,,,,,,"mds",19,0,0,19,713,58
"296","MKS","Markham Public Library -- Bradford Anderson Oglesby Library","XBR","https://catalog.swanlibraries.net/mks","April",2013,16,"mks",369,400,78,6,0,853,0.000366529379284859,"MKS Markham",5,2,4,1,0,0,0,4,4,4,1,3,0,1,0,6,0,1,0,2,0,7,0,0,0,0,7,1,2,0,7,0,0,0,3,0,2,0,0,1,15,0,4,1,15,2,3,3,6,2,3,2,0,0,2,0,1,2,3,1,0,5,2,0,0,3,0,6,2,1,0,5,0,3,3,6,0,2,0,4,1,1,1,2,3,0,0,1,0,1,0,0,,1,0,7,2,0,1,4,0,0,0,0,0,8,0,8,0,0,0,0,0,0,3,0,3,1,0,0,1,0,0,1,1,0,6,0,0,0,0,0,1,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,0,10,2,0,0,4,0,,,,,,,,,,,45,53
"297","MPS","Melrose Park Public Library","XBR","https://catalog.swanlibraries.net/mps","April",2013,576,"mps",938,977,335,10,0,2260,0.00097110949259529,"MPS Melrose Park",7,6,5,1,0,0,0,6,3,8,19,1,1,2,0,3,0,1,0,2,0,12,1,0,0,0,11,3,3,0,9,0,2,2,2,1,2,0,3,2,22,5,5,2,30,4,12,11,24,4,4,5,0,0,5,0,1,7,6,3,0,7,2,13,0,9,1,11,4,7,1,13,0,7,4,28,4,0,1,9,5,2,1,6,1,0,0,3,0,4,1,0,,0,0,8,2,0,1,11,4,2,2,4,2,21,3,17,8,0,0,5,0,0,5,0,7,4,1,2,0,1,2,4,0,0,6,0,3,0,0,0,2,12,3,2,0,1,4,2,3,0,0,2,2,1,1,1,1,0,6,5,2,0,9,12,0,0,2,1,27,4,0,1,30,6,,,,,,"mps",1,0,0,1,586,68
"298","MTS","Matteson Area Public Library District","XBR","https://catalog.swanlibraries.net/mts","April",2013,244,"mts",6387,6478,1948,91,0,14904,0.00640416631753991,"MTS Matteson",16,3,31,18,0,8,2,16,3,19,3,4,2,7,4,16,2,8,1,5,0,36,0,0,0,0,38,4,3,1,19,3,2,1,18,0,7,2,9,0,65,4,43,1,81,4,19,11,39,7,16,6,0,0,11,1,9,2,16,1,0,19,3,31,1,15,1,17,3,8,2,13,1,36,3,64,3,3,0,13,4,14,5,11,0,0,0,9,1,15,0,0,,9,4,0,0,3,0,12,3,5,1,5,1,50,6,52,8,3,0,6,1,4,30,3,18,3,2,3,2,1,6,5,4,1,10,3,4,0,0,0,13,5,16,5,2,0,9,0,18,3,0,6,2,3,2,2,0,0,9,4,2,0,27,16,0,0,10,1,34,7,0,2,42,5,,,,,,,,,,,688,40
"299","MWS","Maywood Public Library District","XBR","https://catalog.swanlibraries.net/mws","April",2013,16,"mws",1352,1360,366,40,0,3118,0.0013397873442089,"MWS Maywood",8,2,5,1,0,1,1,6,0,8,0,0,0,0,0,12,0,1,0,3,0,13,6,0,0,0,15,1,2,0,4,0,0,0,5,0,3,1,1,1,13,1,4,1,10,4,2,4,0,0,3,0,0,0,2,0,7,1,3,0,0,8,0,1,0,2,0,1,2,1,0,0,0,9,0,10,1,0,0,4,3,0,1,2,0,0,0,0,0,1,0,0,,4,1,16,0,0,0,3,2,1,0,0,0,14,0,15,2,0,0,1,0,3,4,0,0,0,0,0,2,0,1,0,4,2,6,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,5,1,0,0,8,1,,,,,,,,,,,117,67
"300","NLS","Northlake Public Library District","XBR","https://catalog.swanlibraries.net/nls","April",2013,45,"nls",6356,6713,770,228,7,14074,0.00604751991096731,"NLS Northlake",18,3,18,14,0,1,3,14,10,31,7,8,1,2,2,10,1,11,0,5,1,20,3,0,0,0,20,5,4,2,24,4,4,2,9,1,7,0,3,0,44,4,4,0,69,17,16,37,25,5,5,2,0,0,9,4,9,12,7,3,0,8,1,16,0,5,3,18,11,7,0,3,0,26,8,28,14,5,1,18,8,7,0,6,1,0,0,24,1,4,1,0,,13,0,15,7,3,0,0,0,1,2,4,0,55,9,47,9,0,0,9,2,2,20,2,12,3,1,0,3,1,7,2,0,0,7,4,5,1,0,0,3,5,6,7,1,0,4,2,6,3,0,8,0,1,2,3,0,0,7,2,0,0,20,24,0,0,4,1,35,4,1,1,35,8,,,,,,,,,,,199,100
"301","NRS","North Riverside Public Library District","XBR","https://catalog.swanlibraries.net/nrs","April",2013,471,"nrs",1759,1921,528,40,0,4248,0.00182534209050655,"NRS North Riverside",6,2,14,6,0,1,0,8,1,10,2,2,0,4,0,4,0,3,2,3,0,11,2,0,0,0,9,3,4,4,3,0,3,0,5,4,3,0,2,0,26,4,1,0,29,6,5,3,17,1,5,1,0,0,3,0,6,1,14,1,0,2,0,6,0,2,1,9,3,4,0,6,1,7,1,26,0,0,0,2,0,8,4,4,0,1,0,5,1,3,0,0,,5,0,8,3,0,0,10,2,0,0,1,0,23,0,20,5,0,0,5,0,2,5,0,6,0,1,1,0,0,6,0,0,0,7,0,1,0,0,0,10,2,3,2,2,0,5,2,7,0,0,1,1,0,0,3,0,0,6,1,0,1,14,3,0,1,4,0,20,1,0,1,17,1,,,,,,,,,,,743,17
"302","OES","Oak Park Public Library -- Dole Branch Library","XBR","https://catalog.swanlibraries.net/oes","April",2013,70,"oes",0,1,0,0,0,1,4.29694465750128e-07,"OES Oak Park Dole",17,8,17,7,0,6,4,11,7,20,11,1,1,5,3,14,1,9,8,8,4,25,6,0,0,0,18,8,5,4,17,7,4,5,14,3,5,2,7,5,54,15,10,5,81,22,9,13,23,4,16,8,0,0,19,9,26,7,24,13,0,10,3,17,4,5,2,30,12,3,4,9,4,27,5,30,10,2,4,22,6,19,4,10,2,1,0,6,0,6,4,0,,5,4,11,13,4,0,10,4,4,6,0,0,60,10,0,0,1,0,0,0,4,18,4,19,7,7,2,1,1,7,4,0,4,28,2,5,2,0,0,2,1,24,7,3,0,9,7,11,2,0,7,3,4,4,1,2,0,10,6,1,1,24,20,0,0,9,5,30,7,3,2,59,9,,,,,,,,,,,,10
"303","OLS","Oak Lawn Public Library","XBR","https://catalog.swanlibraries.net/ols","April",2013,861,"ols",7070,7235,2071,64,1,16441,0.00706460671139786,"OLS Oak Lawn",37,6,59,14,0,12,4,35,10,41,13,10,4,14,3,25,0,33,11,10,7,79,8,0,0,0,77,16,16,6,47,6,10,3,54,12,26,6,14,1,159,13,29,12,218,44,43,26,111,11,42,10,0,0,44,17,39,8,56,12,0,41,11,23,1,24,2,68,17,9,10,24,10,92,11,132,14,7,4,59,13,38,8,22,6,2,0,30,4,28,6,1,,29,6,62,12,7,0,40,4,12,7,20,0,0,0,159,30,1,0,30,5,9,63,5,39,6,5,1,3,2,15,13,2,0,22,7,19,16,0,0,17,4,47,4,6,3,17,4,15,3,0,29,9,7,3,10,4,0,27,13,9,0,57,34,0,0,19,14,91,9,10,1,145,29,,,,,,,,,,,1347,171
"304","OPS","Oak Park Public Library -- Main Library","XBR","https://catalog.swanlibraries.net/ops","April",2013,1373,,,,,,,,,"OPS Oak Park Main",100,23,133,22,0,44,4,75,24,115,19,22,8,46,11,71,3,44,8,43,4,183,10,0,0,0,198,22,57,13,130,22,29,8,90,20,36,17,30,9,374,30,69,8,510,94,110,52,193,16,89,14,0,0,111,15,104,31,152,27,0,60,8,56,10,50,4,143,39,22,11,61,6,196,26,326,33,20,7,167,17,104,13,50,9,6,0,88,3,46,6,1,,62,6,128,29,22,5,79,9,27,13,0,0,429,34,0,0,1,0,0,0,28,102,8,92,22,24,6,5,7,72,15,7,3,81,11,34,8,0,0,38,11,108,29,9,3,42,8,41,9,0,39,12,11,4,14,1,0,85,23,11,2,146,56,0,7,53,11,219,16,16,7,325,51,,,,,,,,,,,,274
"305","OZS","Oak Park Public Library -- Maze Branch Library","XBR","https://catalog.swanlibraries.net/ozs","April",2013,117,"ozs",4,6,1,1,0,12,5.15633358900154e-06,"OZS Oak Park Maze",48,14,31,14,0,12,4,36,13,30,13,12,1,16,4,17,3,17,3,14,6,69,10,1,0,0,47,11,20,5,35,9,13,5,37,4,17,10,11,2,153,14,24,4,150,40,33,15,78,2,23,6,0,0,38,10,37,25,47,10,0,20,3,12,3,16,0,33,13,14,3,27,3,46,8,104,14,9,3,46,7,35,12,18,3,1,0,21,0,13,7,0,,20,3,38,16,4,1,31,6,5,4,0,0,116,13,0,0,0,0,0,0,16,32,6,24,11,5,3,2,0,24,3,2,0,26,32,11,1,0,0,5,4,52,11,5,1,11,8,23,2,0,12,5,7,2,3,2,0,27,7,2,2,59,19,0,0,12,5,60,10,2,2,97,12,,,,,,,,,,,,27
"306","PCS","Prairie State College -- Library","XBR","https://catalog.swanlibraries.net/pcs","April",2013,49,"pcs",828,852,330,10,0,2020,0.000867982820815259,"PCS Prairie State College",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,4,0,1,0,2,1,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,2,0,0,0,0,0,0,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,"pcs",105,0,245,350,178,104
"307","PFS","Park Forest Public Library","XBR","https://catalog.swanlibraries.net/pfs","April",2013,722,"pfs",7301,7225,1188,309,0,16023,0.00688499442471431,"PFS Park Forest",31,8,29,8,0,5,3,33,10,39,4,11,1,7,3,30,2,16,1,21,2,41,4,0,0,0,64,7,10,2,45,7,13,3,34,5,21,3,11,3,123,15,29,8,146,17,22,18,59,8,28,7,0,0,36,5,24,3,41,8,0,25,4,22,6,14,4,37,10,11,1,19,0,45,9,108,10,6,1,36,14,37,5,12,6,1,0,35,2,14,4,1,,18,5,58,15,4,1,24,4,6,2,8,3,124,11,110,27,3,0,14,1,4,0,0,24,3,4,0,4,2,15,8,1,0,16,1,10,2,0,0,20,7,18,11,3,0,15,3,22,0,0,11,6,5,5,3,1,0,18,8,4,1,41,22,0,0,15,1,79,9,4,1,76,10,,,,,,,,,,,707,136
"308","PHS","Palos Heights Public Library","XBR","https://catalog.swanlibraries.net/phs","April",2013,572,"phs",5497,5628,1452,207,0,12784,0.00549321405014964,"PHS Palos Heights",40,6,18,5,0,13,3,19,9,26,8,5,1,7,0,16,0,12,0,10,1,37,3,0,0,0,51,7,6,3,23,7,8,3,20,4,15,2,3,4,39,10,6,0,74,22,13,8,30,7,18,6,0,0,18,7,19,4,23,2,0,15,0,13,5,6,1,23,14,5,3,12,1,30,8,43,9,3,2,27,7,28,7,12,3,0,0,11,1,7,5,0,,18,1,36,10,2,0,6,6,5,2,5,3,73,9,73,15,1,0,10,6,8,25,3,0,0,9,1,0,1,15,3,1,1,13,5,3,3,0,0,5,1,18,5,1,0,7,10,7,0,0,7,4,0,2,6,2,0,19,6,0,0,28,5,0,0,10,7,55,5,6,3,53,11,,,,,,,,,,,1072,37
"309","PPS","Palos Park Public Library","XBR","https://catalog.swanlibraries.net/pps","April",2013,563,"pps",1047,1041,337,9,0,2434,0.00104587632963581,"PPS Palos Park",4,1,7,6,0,3,1,9,2,2,1,3,1,3,2,1,1,1,1,1,0,5,2,0,0,0,5,3,1,3,5,3,1,0,6,0,2,2,3,1,20,5,1,1,17,5,9,1,9,1,14,2,0,0,9,0,4,2,6,3,0,7,0,3,0,0,0,11,7,2,3,2,0,8,3,13,4,0,0,13,1,9,1,2,0,0,0,3,0,6,0,1,,4,2,6,2,0,0,2,2,1,0,1,0,15,1,20,10,0,0,1,2,1,6,0,5,6,0,0,0,2,1,1,1,0,6,0,0,0,0,0,4,0,1,1,2,0,1,1,2,0,0,2,1,1,1,0,1,0,0,1,3,3,11,2,0,0,1,0,3,1,0,1,21,2,,,,,,,,,,,692,8
"310","PSS","University Park Public Library District","XBR","https://catalog.swanlibraries.net/pss","April",2013,,"pss",392,401,145,5,0,943,0.000405201881202371,"PSS University Park",1,4,5,7,0,0,2,0,1,5,0,0,0,2,1,8,2,1,1,2,3,7,3,0,0,0,7,4,5,3,6,1,0,1,4,7,1,3,2,4,14,10,4,2,12,10,4,4,9,3,2,2,0,0,3,2,2,4,4,1,0,4,0,1,3,2,1,4,9,1,1,4,2,4,5,10,3,0,2,3,0,1,2,1,3,2,0,5,1,0,2,0,,3,0,8,5,0,1,1,0,2,0,1,0,19,6,7,6,0,0,1,0,0,2,2,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,2,0,0,0,5,3,2,0,0,7,3,1,0,0,0,0,8,0,1,3,7,0,1,0,6,5,1,0,0,7,9,,,,,,,,,,,70,27
"311","PTS","Prairie Trails Public Library District","XBR","https://catalog.swanlibraries.net/pts","April",2013,14,"pts",4238,4401,816,114,0,9569,0.00411174634276298,"PTS Prairie Trails",20,6,23,10,0,10,1,21,1,27,4,8,1,4,3,5,2,13,1,7,1,35,2,0,0,0,38,6,8,5,36,5,5,2,9,3,11,7,2,3,45,8,15,1,86,17,21,19,50,5,32,4,0,0,15,4,18,4,15,13,0,11,1,17,4,14,3,22,10,7,1,12,0,39,9,58,7,4,3,26,8,25,5,14,1,1,0,14,1,10,1,0,,10,0,29,6,3,0,21,3,6,1,11,3,83,11,70,16,0,0,8,2,2,30,0,14,7,3,1,0,0,0,0,1,1,11,1,12,3,0,0,5,12,23,8,3,1,12,0,9,1,0,6,6,3,2,6,1,0,9,2,6,0,43,19,0,2,17,5,56,8,8,3,51,4,,,,,,,,,,,127,70
"312","RDS","Riverdale Public Library District","XBR","https://catalog.swanlibraries.net/rds","April",2013,507,"rds",2393,2372,167,11,0,4943,0.00212397974420288,"RDS Riverdale",4,0,10,3,0,0,0,7,6,10,6,2,0,0,0,7,0,2,0,4,0,10,0,0,0,0,22,0,2,0,15,2,0,0,10,0,3,0,0,0,23,1,4,0,24,2,8,3,20,0,6,0,0,0,7,0,5,3,3,0,0,5,1,9,0,4,0,4,1,1,0,5,0,12,0,12,4,1,0,9,1,5,0,0,0,0,0,5,0,2,0,0,,7,0,14,2,5,0,12,0,3,2,2,0,16,0,20,1,0,0,2,0,0,10,0,3,3,3,0,0,1,3,0,0,0,4,0,1,0,0,0,4,7,1,0,1,0,3,0,9,0,0,0,0,0,0,1,0,0,6,0,1,0,7,6,0,0,1,1,18,3,1,0,8,0,,,,,,,,,,,590,73
"313","RFS","River Forest Public Library","XBR","https://catalog.swanlibraries.net/rfs","April",2013,574,"rfs",4281,4559,854,172,1,9867,0.00423979529355652,"RFS River Forest",19,4,18,2,0,5,2,20,5,12,3,2,2,6,6,8,4,11,4,10,0,17,7,0,0,0,37,11,13,6,15,6,4,2,18,4,10,7,3,7,75,7,18,2,111,22,10,6,34,1,14,5,0,0,10,5,21,7,25,4,0,11,7,6,1,11,2,34,4,4,1,10,1,30,10,48,8,6,4,32,4,12,6,9,4,1,0,9,0,11,3,0,,5,4,30,11,7,0,10,4,3,2,4,4,77,3,82,12,0,0,15,3,6,23,3,22,7,7,1,2,0,21,7,1,2,0,0,11,4,0,0,4,3,16,3,2,0,10,2,11,2,0,12,5,5,2,4,3,0,18,3,5,2,15,15,0,2,6,6,32,6,6,1,44,16,,,,,,"rfs",16,138,0,154,716,77
"314","RGS","River Grove Public Library District","XBR","https://catalog.swanlibraries.net/rgs","April",2013,581,"rgs",2229,2244,517,65,2,5057,0.0021729649132984,"RGS River Grove",5,0,3,0,0,1,0,7,3,6,4,4,0,0,0,4,0,5,1,2,0,12,0,0,0,0,10,2,4,0,5,0,5,0,12,2,3,1,6,1,33,1,5,0,26,0,12,7,33,2,3,2,0,0,9,0,5,0,8,2,0,4,4,3,1,7,0,2,1,2,0,2,0,9,3,21,3,4,0,6,1,8,2,6,0,0,0,4,0,7,0,0,,7,0,6,4,2,0,6,0,4,1,1,0,25,1,9,2,0,0,2,0,0,2,0,6,1,1,1,0,0,2,1,0,0,4,1,0,0,0,0,1,5,4,0,1,0,4,0,5,0,0,2,0,0,0,1,0,0,1,1,0,0,10,2,0,0,7,1,9,1,1,0,22,0,,,,,,,,,,,602,31
"315","ROS","William Leonard Public Library District","XBR","https://catalog.swanlibraries.net/ros","April",2013,,"ros",30,12,3,2,0,47,2.0195639890256e-05,"ROS William Leonard",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,29,47
"316","RPS","Richton Park Public Library District","XBR","https://catalog.swanlibraries.net/rps","April",2013,69,"rps",2584,2590,584,104,0,5862,0.00251886895822725,"RPS Richton Park",8,4,11,1,0,3,1,6,3,19,4,4,0,1,0,9,0,9,0,6,1,20,1,0,0,0,34,5,16,1,16,2,0,1,8,1,5,1,4,3,49,4,6,1,53,7,12,6,21,0,11,4,0,0,6,0,6,6,9,2,0,10,2,21,2,5,1,10,3,3,2,4,1,19,3,24,5,5,0,8,1,11,0,4,2,0,0,12,0,8,1,1,,2,3,27,5,3,0,7,1,1,2,1,0,34,3,32,7,0,0,4,3,1,6,1,4,0,5,0,2,2,1,1,0,0,4,2,6,1,0,0,0,0,12,2,1,1,5,1,10,0,0,7,3,1,0,1,0,0,8,2,1,0,19,14,0,0,4,1,24,2,0,3,26,0,,,,,,"rps",29,0,0,29,332,40
"317","RSS","Riverside Public Library","XBR","https://catalog.swanlibraries.net/rss","April",2013,1183,"rss",2436,2520,702,41,0,5699,0.00244882876030998,"RSS Riverside",14,3,13,5,0,7,3,11,4,20,5,3,0,5,0,11,1,6,0,4,1,25,4,0,0,0,23,4,4,2,20,4,5,3,16,2,8,5,4,1,80,10,9,0,78,13,13,13,27,4,18,2,0,0,18,2,17,5,22,6,0,6,3,8,5,8,3,23,7,4,1,12,1,36,4,58,8,2,0,34,5,20,3,8,2,4,0,11,0,10,0,0,,4,2,35,14,3,0,17,1,5,1,4,3,70,4,74,9,0,0,8,2,6,13,1,15,7,5,2,2,1,12,1,1,1,18,4,4,4,0,0,7,1,0,0,6,1,3,2,7,0,0,10,3,5,1,1,1,0,11,3,3,1,26,6,0,0,18,2,36,4,1,1,42,11,,,,,,,,,,,1366,51
"318","SAS","Summit Public Library District","XBR","https://catalog.swanlibraries.net/sas","April",2013,,"sas",490,467,185,5,0,1147,0.000492859552215397,"SAS Summit",3,6,2,0,0,0,0,2,0,0,0,1,0,0,0,3,1,2,1,2,0,5,0,0,0,0,3,0,2,1,4,1,0,1,1,2,0,0,0,0,6,1,1,0,7,4,0,1,2,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,3,0,1,0,9,0,1,0,7,0,5,2,0,0,0,0,0,0,0,0,1,,0,0,2,2,1,0,0,0,1,1,0,0,6,0,7,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,4,1,0,0,1,0,3,0,0,1,6,4,,,,,,,,,,,24,46
"319","SFS","Stickney-Forest View Public Library District","XBR","https://catalog.swanlibraries.net/sfs","April",2013,42,"sfs",2439,2531,384,45,0,5399,0.00231992042058494,"SFS Stickney-Forest View",10,2,11,4,0,7,0,14,3,17,2,3,1,4,0,4,0,8,0,2,1,21,4,0,0,0,10,1,3,0,6,1,3,1,16,0,9,1,5,2,27,8,0,2,38,9,6,2,19,2,11,2,0,0,2,0,12,0,14,5,0,0,4,5,0,5,2,7,2,4,1,5,1,12,1,34,1,4,0,12,3,9,3,5,2,0,0,11,1,7,0,0,,7,2,15,7,1,0,6,1,1,1,4,1,32,4,24,6,0,0,9,1,2,11,0,9,3,6,1,0,0,6,0,2,2,9,2,3,0,0,0,3,1,8,3,0,0,0,0,5,0,0,1,5,0,0,1,0,0,8,4,1,0,10,2,0,0,5,0,8,3,1,1,19,3,,,,,,"sfs",12,0,0,12,175,39
"320","SHS","South Holland Public Library","XBR","https://catalog.swanlibraries.net/shs","April",2013,619,"shs",4535,4640,801,105,1,10082,0.00433217960369279,"SHS South Holland",6,3,21,3,0,3,3,11,9,17,5,4,0,3,1,21,5,12,2,5,1,24,2,0,0,0,35,5,6,3,23,4,1,1,11,1,5,3,6,1,48,3,17,3,62,11,7,12,29,0,9,2,0,0,14,2,11,5,17,5,0,9,2,19,0,5,1,15,6,4,1,4,3,25,2,40,4,3,0,18,4,8,1,11,0,0,0,11,4,6,0,0,,5,3,25,8,2,1,19,2,6,0,5,0,51,2,53,9,0,0,9,2,1,18,3,12,8,0,1,1,0,8,7,6,0,5,1,5,2,0,0,5,3,8,1,1,0,5,0,0,0,0,4,2,3,1,0,0,0,14,0,0,1,25,10,0,0,6,4,33,0,3,3,45,7,,,,,,,,,,,832,116
"321","SPS","Schiller Park Public Library","XBR","https://catalog.swanlibraries.net/sps","April",2013,343,"sps",1913,2040,468,18,0,4439,0.00190741373346482,"SPS Schiller Park",2,0,8,1,0,3,1,2,2,7,5,5,0,1,0,4,0,4,0,0,0,8,1,0,0,0,4,1,1,0,3,0,0,1,1,0,0,0,2,0,14,0,5,1,15,3,8,3,9,1,7,0,0,0,3,0,3,0,7,3,0,3,2,3,0,4,0,9,3,0,0,4,0,9,1,16,0,1,0,2,0,5,0,4,0,2,0,1,0,2,0,0,,7,0,7,0,1,0,6,1,0,1,3,0,30,0,10,1,0,0,6,0,0,7,0,1,2,1,1,0,0,2,2,0,0,2,1,7,2,0,0,0,1,2,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,2,1,0,1,7,2,0,0,0,1,7,0,0,0,11,0,,,,,,,,,,,620,61
"322","STS","Steger-South Chicago Heights Public Library District","XBR","https://catalog.swanlibraries.net/sts","April",2013,11,"sts",1185,1139,240,15,1,2580,0.00110861172163533,"STS Steger-South Chicago Heights",11,2,8,3,0,1,1,4,2,7,0,4,0,4,1,7,2,3,0,4,0,13,1,0,0,0,16,0,2,1,9,2,0,1,12,1,3,1,4,1,26,1,7,1,23,10,9,4,16,1,9,4,0,0,4,0,3,2,7,2,0,5,1,11,1,2,0,7,0,2,0,13,0,12,2,19,7,3,0,9,5,6,0,3,0,0,0,6,0,10,0,0,,18,0,5,2,0,0,13,0,1,2,3,0,22,0,19,2,0,0,2,0,1,11,3,5,4,2,1,0,0,2,1,0,1,3,0,2,0,0,0,4,1,4,0,2,0,6,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,5,12,0,0,5,0,14,1,3,0,22,0,,,,,,"sts",99,0,0,99,45,44
"323","SVS","Nancy L. McConathy Public Library District","XBR","https://catalog.swanlibraries.net/svs","April",2013,2,"svs",980,981,106,128,0,2195,0.000943179352321532,"SVS Nancy McConathy",10,1,3,4,0,1,1,1,2,7,1,2,0,0,0,16,0,6,1,4,0,3,0,0,0,0,9,4,2,2,8,1,2,0,3,1,1,0,2,1,15,0,4,0,13,10,4,5,7,0,6,0,0,0,2,0,6,0,0,3,0,4,0,4,0,1,1,3,2,2,1,1,1,5,1,15,0,1,1,1,2,4,0,1,0,0,0,6,0,4,0,0,,3,1,12,0,0,0,1,3,1,0,0,1,14,2,11,3,0,0,1,0,0,1,1,1,3,1,0,1,0,1,2,1,0,0,2,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,3,2,0,0,4,7,0,0,0,1,6,0,1,1,10,4,,,,,,"svs",6,0,0,6,27,35
"324","TBS","Tinley Park Public Library -- Bookmobile","XBR","","April",2013,10,"tbs",613,591,74,6,0,1284,0.000551727694023165,"TBS Tinley Park bookmobile",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,4,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,,,,,,,,,,,109,
