"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","dgs","dgsj","dos","dosj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rosj","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","czs","czsj","bzsj","mjs","mls","ors","orsj","ehs","ehsj","gas","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"195","FRS","Frankfort Public Library District","XBR","https://catalog.swanlibraries.net/frs","March",2015,206,"frs",8795,8741,1132,228,2,18898,0.00969975316904969,"FRS Frankfort",44,7,31,8,0,10,1,35,13,22,10,8,1,6,2,20,2,38,9,5,1,67,17,0,0,0,68,9,16,1,33,4,12,1,30,3,22,6,23,3,167,12,21,2,30,16,65,3,29,14,0,1,43,12,34,7,0,0,29,3,12,3,13,3,46,12,12,8,17,4,47,12,136,14,10,4,44,8,42,3,21,3,2,0,12,1,31,5,0,17,4,34,3,13,0,16,8,11,3,8,3,121,9,116,36,16,6,8,50,3,25,9,1,0,5,2,24,5,10,0,21,9,11,4,0,0,7,4,24,10,1,0,17,2,22,5,0,14,4,9,3,4,2,0,28,8,3,1,67,34,0,1,14,11,46,6,12,3,71,10,,,,,,,,,,,0,"frs",0,0,1,1,261,55
"196","GAS","Glenwood-Lynwood Public Library District -- Bookmobile","XBR","https://catalog.swanlibraries.net/gws","March",2015,1,"gas",5,0,0,0,0,5,2.56634383772084e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,
"197","GPS","Grande Prairie Public Library District","XBR","https://catalog.swanlibraries.net/gps","March",2015,130,"gps",3049,3138,485,53,0,6725,0.00345173246173453,"GPS Grande Prairie",4,0,12,1,0,6,0,16,4,15,4,3,0,3,0,30,1,16,2,5,2,36,0,0,0,0,46,3,8,0,19,2,0,0,9,1,7,0,6,0,57,4,8,0,6,9,23,1,13,1,0,0,15,1,8,1,10,2,0,0,7,0,8,0,7,7,2,0,15,0,39,2,45,1,0,1,19,3,12,0,6,0,0,0,12,0,4,0,2,6,3,17,5,6,0,7,1,1,2,6,3,43,2,43,17,6,1,4,23,1,7,4,2,0,1,1,5,0,2,0,5,2,5,2,0,0,5,2,7,3,1,0,5,2,22,0,0,3,0,5,0,5,0,0,4,2,0,0,14,13,0,0,2,1,29,15,3,0,37,3,,,,,,,,,,,0,,,,,,352,80
"198","GWS","Glenwood-Lynwood Public Library District","XBR","https://catalog.swanlibraries.net/gws","March",2015,141,"gws",1027,999,209,27,0,2262,0.00116101395218491,"GWS bookmobile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,"gws",84,0,0,84,148,53
"199","GWS","Glenwood-Lynwood Public Library District","XBR","https://catalog.swanlibraries.net/gws","March",2015,141,"gws",1027,999,209,27,0,2262,0.00116101395218491,"GWS Glenwood-Lynwood",9,1,10,0,0,3,0,12,6,21,2,7,1,1,0,11,0,15,3,3,1,38,2,0,0,0,43,6,5,1,18,8,4,1,14,1,11,1,2,0,37,3,7,0,13,2,14,0,7,6,0,0,12,2,12,2,14,5,12,4,0,0,6,0,7,2,5,1,13,1,31,4,35,2,0,1,13,1,15,1,5,0,0,0,9,1,7,1,2,4,3,19,1,6,0,6,3,0,1,4,0,44,4,31,12,4,2,3,11,4,6,2,2,1,2,0,3,5,5,0,6,3,0,0,0,0,4,0,15,3,4,2,2,6,17,0,0,4,1,2,0,0,2,0,7,5,1,0,23,8,0,0,7,3,15,4,3,0,27,4,,,,,,,,,,,0,"gws",84,0,0,84,148,53
"200","HAS","Harvey Public Library District","XBR","https://catalog.swanlibraries.net/has","March",2015,117,"has",1375,1328,130,33,2,2868,0.00147205482531667,"HAS Harvey",1,0,4,1,0,0,0,2,1,2,0,1,0,1,0,0,0,0,0,2,0,6,0,0,0,0,5,1,0,0,2,0,3,0,1,0,1,0,0,0,7,2,4,0,0,0,4,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,11,0,6,0,1,0,2,0,3,0,2,0,0,0,2,0,2,0,1,0,0,7,0,3,0,0,0,0,0,0,0,8,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,5,1,,,,,,,,,,,0,,,,,,274,62
"201","HDS","Hinsdale Public Library","XBR","https://catalog.swanlibraries.net/hds","March",2015,97,"hds",7127,7051,1386,235,0,15799,0.00810913325843031,"HDS Hinsdale",33,7,29,9,0,7,3,28,5,25,4,4,2,12,4,18,7,16,6,9,6,70,12,0,0,0,56,7,13,7,31,6,8,6,29,6,13,10,6,2,142,8,12,3,34,9,57,6,25,13,0,0,31,5,35,7,45,7,18,4,14,2,6,1,0,0,15,7,24,4,54,9,101,17,8,3,58,13,45,9,20,5,0,0,12,0,22,4,4,10,3,20,4,12,0,20,5,9,8,5,3,117,10,116,42,21,12,11,56,5,24,9,7,2,0,0,19,14,2,0,22,4,6,1,0,0,5,0,29,11,6,1,6,7,14,2,0,11,4,4,2,3,0,0,36,6,7,2,43,26,0,0,16,7,52,13,5,2,75,23,,,,,,,,,,,0,"hds",30,0,276,306,334,49
"202","HKS","Hodgkins Public Library District","XBR","https://catalog.swanlibraries.net/hks","March",2015,137,"hks",1552,1591,341,54,0,3538,0.00181594489957127,"HKS Hodgkins",7,0,4,1,0,1,0,5,3,5,0,0,0,3,2,4,1,3,1,1,1,13,1,0,0,0,14,3,2,1,4,2,3,1,4,2,1,0,2,0,21,2,2,0,6,1,12,0,5,1,0,0,8,0,7,1,8,2,2,1,1,2,1,1,8,2,0,0,4,1,7,1,11,1,0,0,3,1,4,2,0,1,1,0,4,0,6,0,2,1,1,3,1,4,0,5,2,0,0,0,2,16,3,18,3,0,1,0,4,1,7,1,1,0,1,0,3,2,0,0,2,1,1,1,0,0,0,0,6,1,0,1,1,1,4,0,0,1,0,0,0,2,0,0,3,1,0,0,6,1,0,1,5,1,12,2,0,0,7,2,,,,,,,,,,,0,,,,,,194,21
"203","HSS","Hillside Public Library","XBR","https://catalog.swanlibraries.net/hss","March",2015,134,"hss",2869,2891,299,48,0,6107,0.00313453236339223,"HSS Hillside",3,3,3,0,0,2,0,4,0,2,1,2,2,3,0,9,1,4,0,3,0,16,1,0,0,0,19,0,4,1,4,1,4,0,5,1,1,1,1,1,22,4,6,0,5,7,11,6,6,4,0,0,2,1,7,4,5,3,2,0,4,0,1,0,7,3,0,1,0,0,2,1,17,1,3,0,7,1,6,0,3,0,0,0,0,0,2,1,0,2,0,5,1,0,0,6,1,1,2,1,1,19,5,13,3,2,2,2,6,1,7,6,0,1,0,0,3,0,2,0,5,0,1,1,0,0,2,2,2,3,0,0,0,2,6,0,0,4,0,1,0,1,0,0,1,1,0,0,6,4,0,1,5,1,10,3,0,1,14,7,,,,,,,,,,,0,"hss",122,0,0,122,414,29
"204","HWS","Homewood Public Library District","XBR","https://catalog.swanlibraries.net/hws","March",2015,188,"hws",11394,11678,2053,209,6,25340,0.0130062305695692,"HWS Homewood",39,6,38,10,0,4,4,37,8,39,6,7,1,10,5,39,1,26,8,7,7,64,12,0,0,0,106,15,12,6,50,13,8,4,45,10,13,5,14,5,181,25,13,4,32,21,79,4,30,11,0,0,45,11,37,12,37,8,30,7,23,9,8,1,36,11,16,5,24,2,0,0,121,15,6,5,59,8,56,9,29,0,1,0,7,2,20,4,4,14,8,56,7,17,3,19,27,15,10,8,4,155,21,122,43,18,0,13,50,3,34,11,5,2,9,1,22,11,11,0,29,7,12,3,0,0,6,2,37,2,3,1,21,5,32,2,0,16,3,9,5,2,3,0,41,10,3,2,76,40,0,2,17,8,60,13,10,1,107,22,,,,,,,,,,,0,,,,,,390,75
"205","INS","Indian Prairie Public Library District","XBR","https://catalog.swanlibraries.net/ins","March",2015,735,"ins",27272,27183,3616,457,4,58532,0.0300426475018952,"INS Indian Prairie",61,11,41,15,0,14,7,71,15,52,8,10,9,15,2,37,2,54,5,18,4,107,11,0,0,0,111,16,16,14,65,19,30,5,61,9,25,20,9,5,246,34,18,3,40,28,105,11,47,14,0,0,61,9,50,8,69,14,40,9,30,2,8,1,58,21,24,6,32,5,77,15,0,0,6,3,84,18,62,16,27,2,2,0,31,0,27,5,5,22,5,70,11,16,1,25,12,19,11,16,9,201,21,224,65,32,10,12,72,3,49,13,10,4,7,2,19,10,2,0,50,9,31,3,0,0,6,4,46,12,6,3,14,5,49,6,0,15,10,8,3,6,0,0,64,18,7,2,96,65,0,0,37,7,102,37,8,3,162,35,,,,,,,,,,,0,,,,,,473,142
"206","JDS","Justice Public Library District","XBR","https://catalog.swanlibraries.net/jds","March",2015,129,"jds",691,690,173,12,1,1567,0.000804292158741711,"JDS Justice",0,0,3,0,0,0,0,1,1,3,2,0,0,0,0,4,0,2,12,1,0,4,1,0,0,0,5,1,2,0,3,0,0,1,4,0,1,0,0,0,20,1,2,0,1,0,7,0,2,0,0,0,2,0,4,0,4,0,4,2,3,1,1,0,1,1,2,0,1,2,3,1,14,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,4,1,3,0,1,1,1,0,0,3,15,0,5,1,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,3,0,5,0,0,1,1,3,0,0,1,0,1,0,0,0,8,2,0,0,3,0,5,1,0,0,5,1,,,,,,,,,,,0,,,,,,169,43
"207","LGS","LaGrange Public Library","XBR","https://catalog.swanlibraries.net/lgs","March",2015,255,"lgs",8500,8432,1694,229,1,18856,0.00967819588081283,"LGS La Grange",35,5,34,4,0,13,5,31,8,33,3,8,2,10,3,30,5,25,3,6,2,65,2,0,0,0,71,13,10,5,38,3,12,4,33,2,14,7,9,2,151,15,14,0,23,11,46,3,11,9,0,0,24,7,31,4,32,12,14,1,12,1,6,0,32,15,12,6,23,2,39,4,102,18,5,2,0,0,42,11,26,1,3,0,10,1,12,3,1,14,6,30,2,6,1,15,4,11,9,13,3,114,15,142,19,19,6,5,27,3,28,10,11,0,4,0,18,12,8,1,18,4,16,6,0,0,2,2,37,11,1,0,12,8,16,3,0,12,2,7,3,5,0,0,39,16,2,0,55,18,0,0,8,5,53,10,7,3,62,11,,,,,,,,,,,0,,,,,,787,60
"208","LPS","LaGrange Park Public Library District","XBR","https://catalog.swanlibraries.net/lps","March",2015,158,"lps",5825,5758,1329,136,0,13048,0.00669713087891631,"LPS La Grange Park",24,2,24,1,0,10,2,31,8,29,7,4,0,9,2,14,2,22,2,10,0,65,5,0,0,0,44,5,7,1,26,6,6,2,20,1,16,4,16,1,121,3,9,0,29,15,33,8,22,6,0,0,24,2,35,4,48,5,11,2,24,2,6,0,39,7,7,1,14,0,48,10,94,16,7,3,56,28,0,0,27,3,1,0,13,2,18,4,0,14,2,20,2,10,0,22,2,9,1,5,2,84,9,104,19,20,0,12,24,0,34,8,9,0,2,0,20,1,0,0,23,2,9,1,0,0,3,0,36,6,2,0,20,1,17,1,0,14,1,4,0,5,0,0,32,5,5,0,60,13,0,0,27,0,53,5,9,0,67,5,,,,,,,,,,,0,,,,,,581,31
"209","LSS","Lansing Public Library","XBR","https://swanlibs.ent.sirsi.net/client/en_US/lss/","March",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102
"210","LYS","Lyons Public Library","XBR","https://catalog.swanlibraries.net/lys","March",2015,129,"lys",2377,2360,189,57,0,4983,0.00255761826867259,"LYS Lyons",6,0,9,3,0,0,1,5,4,5,3,1,2,4,0,5,2,6,1,1,0,15,1,1,0,0,14,4,3,1,14,1,0,4,3,0,3,3,1,1,22,3,3,0,10,5,6,0,4,0,0,0,3,0,6,5,4,2,5,1,2,1,2,0,7,0,2,0,5,0,4,6,25,3,2,0,12,1,3,2,0,0,0,0,6,0,5,0,1,4,1,10,1,2,0,5,1,4,1,1,1,26,5,22,7,3,0,3,7,2,3,5,2,0,1,0,3,2,2,0,2,2,4,0,0,0,1,1,4,2,2,0,5,0,6,2,0,3,0,0,0,3,0,0,6,2,0,0,9,6,0,0,5,2,16,2,2,0,12,0,,,,,,,,,,,0,,,,,,219,41
"211","MAS","The Morton Arboretum -- Sterling Morton Library","XBR","https://catalog.swanlibraries.net/mas","March",2015,17,"mas",153,186,93,4,0,436,0.000223785182649257,"MAS Morton Arboretum",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,0,"mas",179,0,0,179,697,14
"212","MCS","McCook Public Library District","XBR","https://catalog.swanlibraries.net/mcs","March",2015,5,"mcs",767,778,116,54,1,1716,0.000880769205105792,"MCS McCook",0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,2,0,0,1,0,0,0,1,1,0,1,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,5,1,1,4,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1,0,2,1,,,,,,,,,,,0,,,,,,16,2
"213","MDS","Midlothian Public Library","XBR","https://catalog.swanlibraries.net/mds","March",2015,152,"mds",3073,3207,338,24,0,6642,0.00340913115402836,"MDS Midlothian",5,2,7,0,0,1,0,9,0,13,2,1,3,2,1,7,0,17,1,5,0,20,1,0,0,0,16,2,3,0,11,1,2,1,4,0,6,1,2,0,30,2,2,0,5,4,12,3,5,2,0,0,6,0,4,1,7,0,5,0,8,0,2,0,6,4,5,0,2,0,14,0,22,5,0,0,14,0,5,1,2,1,0,0,2,1,0,0,1,4,2,4,3,1,0,7,1,3,1,4,2,27,1,31,6,1,2,9,10,0,8,1,4,0,2,0,13,0,3,1,8,2,5,0,0,0,0,3,5,1,3,0,2,1,12,0,0,6,1,3,0,4,1,0,6,2,0,1,13,12,0,0,6,0,12,1,4,0,12,6,,,,,,,,,,,0,"mds",16,0,0,16,271,32
"214","MKS","Markham Public Library -- Bradford Anderson Oglesby Library","XBR","https://catalog.swanlibraries.net/mks","March",2015,116,"mks",284,330,96,5,0,715,0.00036698716879408,"MKS Markham",5,1,5,0,6,0,0,1,1,4,1,0,0,1,0,5,0,2,2,0,1,4,0,0,0,0,10,1,2,0,3,0,0,1,1,0,1,1,1,0,8,4,1,1,7,5,2,1,2,1,0,0,4,1,5,0,2,0,4,1,4,1,2,0,2,2,3,0,5,2,4,3,5,3,3,0,2,2,1,3,3,0,0,0,0,0,0,1,0,1,0,4,1,0,0,2,1,1,2,0,0,12,1,12,2,1,1,0,5,0,7,0,0,0,3,0,1,0,1,0,3,2,2,0,0,0,1,1,1,1,1,0,0,0,6,0,0,1,1,0,0,0,0,0,0,1,0,0,7,5,0,0,1,1,3,1,0,0,4,5,,,,,,,,,,,0,,,,,,127,28
"215","MPS","Melrose Park Public Library","XBR","https://catalog.swanlibraries.net/mps","March",2015,118,"mps",757,750,192,16,0,1715,0.000880255936338248,"MPS Melrose Park",4,3,3,2,0,1,2,4,1,9,1,0,3,2,0,7,0,6,5,3,2,13,2,0,0,0,15,4,3,4,12,9,0,0,9,1,3,0,0,0,23,2,2,0,9,4,8,1,2,3,0,0,8,0,8,5,6,3,4,1,5,2,3,0,6,1,1,1,3,2,9,1,10,6,2,1,8,2,4,2,2,2,0,0,1,0,3,1,0,0,0,2,3,1,0,3,6,2,1,2,1,15,2,19,5,5,5,3,6,0,2,1,1,0,0,0,5,0,1,0,10,0,0,0,0,0,0,1,4,1,1,0,3,0,8,2,0,2,0,0,1,0,0,0,3,2,0,1,6,6,0,0,5,2,16,4,1,1,16,1,,,,,,,,,,,0,,,,,,139,84
"216","MTS","Matteson Area Public Library District","XBR","https://catalog.swanlibraries.net/mts","March",2015,160,"mts",4498,4432,920,86,0,9936,0.00509983847431885,"MTS Matteson",15,2,24,4,0,4,0,14,4,30,4,3,0,5,0,14,0,23,1,9,2,34,2,0,0,0,28,8,5,1,28,3,3,0,22,0,9,4,19,2,83,9,14,1,13,2,31,3,14,2,0,0,17,3,8,2,15,4,10,8,9,0,1,1,12,4,8,0,11,0,35,8,56,6,1,0,16,2,17,1,14,0,1,0,15,0,9,1,3,6,3,0,0,4,0,15,0,6,2,3,1,58,5,53,15,11,2,0,23,2,22,4,1,2,1,0,7,4,6,0,10,0,3,1,0,0,5,1,8,1,4,0,12,2,17,1,0,14,2,4,0,1,0,0,11,3,3,2,39,8,0,1,11,3,27,3,1,1,36,5,,,,,,,,,,,0,"mts",151,0,0,151,453,46
"217","MWS","Maywood Public Library District","XBR","https://catalog.swanlibraries.net/mws","March",2015,4,"mws",796,780,176,37,0,1789,0.000918237825136517,"MWS Maywood",1,1,5,1,0,3,0,1,0,5,0,0,0,2,1,4,1,2,1,2,1,6,0,0,0,0,9,1,3,5,3,0,0,0,4,0,2,0,0,0,7,1,0,0,1,0,11,1,2,0,0,0,4,3,5,1,2,0,3,0,1,0,0,0,1,1,1,0,4,0,2,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,8,0,0,0,2,2,0,1,1,0,16,1,9,4,2,0,3,3,0,1,1,0,0,0,1,1,0,2,1,2,0,1,0,0,0,0,0,2,1,1,0,1,0,1,0,0,3,0,1,0,0,1,0,1,2,0,0,5,1,0,0,0,0,5,1,1,0,8,1,,,,,,,,,,,0,,,,,,45,57
"218","NLS","Northlake Public Library District","XBR","https://catalog.swanlibraries.net/nls","March",2015,144,"nls",5673,5345,881,84,1,11984,0.00615101291024931,"NLS Northlake",12,11,10,4,0,2,0,14,11,18,3,10,1,5,2,20,4,10,2,3,4,39,1,0,0,0,33,5,9,2,27,6,3,3,6,0,7,1,4,0,56,7,9,1,14,14,47,2,12,3,0,0,9,4,17,3,19,1,8,2,5,0,3,1,12,7,9,1,10,3,26,4,52,10,5,0,15,16,14,2,5,3,5,0,8,0,10,4,0,5,0,18,5,4,0,0,0,4,1,5,3,56,3,51,26,4,6,8,26,2,9,7,0,1,5,1,4,1,4,0,5,2,9,0,0,0,7,5,14,5,0,0,6,1,14,1,0,1,2,2,1,2,2,0,7,3,1,0,30,20,0,0,9,3,35,5,1,1,30,3,,,,,,,,,,,0,,,,,,254,97
"219","NRS","North Riverside Public Library District","XBR","https://catalog.swanlibraries.net/nrs","March",2015,120,"nrs",1819,1758,399,42,0,4018,0.00206231390799247,"NRS North Riverside",1,3,6,11,0,2,0,18,0,11,0,1,0,0,1,2,0,6,1,1,1,17,0,0,0,0,16,5,1,0,11,1,6,2,5,4,4,6,0,0,31,1,3,0,10,5,6,1,5,0,0,0,2,0,12,3,9,3,4,0,8,1,6,0,7,3,3,3,5,1,14,1,22,4,4,0,6,5,6,1,6,0,1,0,3,0,5,0,0,2,0,11,1,2,0,9,1,0,0,2,0,25,2,31,12,6,0,2,7,0,6,4,0,0,1,1,6,0,2,0,6,2,3,0,0,0,1,0,14,4,2,0,5,3,7,0,0,3,5,3,1,2,0,0,10,3,1,0,13,6,0,0,5,1,14,1,0,0,14,8,,,,,,,,,,,0,,,,,,253,27
"220","OES","Oak Park Public Library -- Dole Branch Library","XBR","https://catalog.swanlibraries.net/oes","March",2015,155,"oes",23,21,16,0,0,60,3.07961260526501e-05,"OES Oak Park Dole",18,5,14,4,0,4,2,15,4,7,7,6,1,6,4,9,5,11,5,3,6,27,11,0,0,0,21,5,6,2,11,4,6,1,8,7,9,4,2,1,63,10,5,2,10,13,29,8,15,12,0,0,14,4,18,8,21,8,6,7,5,3,4,2,6,5,4,2,9,7,30,5,42,5,1,2,19,6,13,5,9,0,0,0,6,0,12,3,1,12,7,9,3,5,1,16,7,7,3,0,0,44,7,155,86,23,18,5,20,3,9,12,6,2,0,5,12,3,1,1,16,2,8,2,0,0,1,1,17,9,2,1,5,3,11,6,0,8,2,2,1,4,3,0,18,6,1,2,23,18,0,1,11,8,33,4,3,3,50,16,,,,,,,,,,,0,,,,,,1,9
"221","OLS","Oak Lawn Public Library","XBR","https://catalog.swanlibraries.net/ols","March",2015,859,"ols",5835,6102,1303,91,0,13331,0.0068423859401313,"OLS Oak Lawn",44,10,70,15,0,14,4,45,9,36,7,18,5,28,5,35,5,47,8,18,10,109,14,0,0,0,106,23,23,10,48,10,13,5,43,10,27,9,14,3,201,20,21,7,43,13,118,11,45,23,0,0,46,5,51,9,58,13,24,9,26,1,8,3,46,11,27,3,32,5,73,15,145,22,10,1,74,11,50,13,29,3,1,0,25,0,24,5,2,18,3,43,13,18,0,34,6,13,7,18,6,0,0,146,41,20,7,15,68,2,44,20,8,2,2,3,32,9,0,0,32,5,35,5,0,0,12,4,42,9,7,2,20,14,36,11,0,16,6,14,3,11,1,0,45,9,3,3,66,26,0,1,22,12,82,5,10,5,103,34,,,,,,,,,,,0,,,,,,950,190
"222","OPS","Oak Park Public Library -- Main Library","XBR","https://catalog.swanlibraries.net/ops","March",2015,1038,"ops",4,2,2,0,0,8,4.10615014035334e-06,"OPS Oak Park Main",113,14,71,28,0,24,7,86,16,114,17,17,5,32,9,72,5,87,12,46,4,215,29,1,0,0,211,40,64,16,127,31,27,10,90,16,43,20,23,3,536,45,45,4,117,40,212,19,80,24,0,0,81,13,143,20,143,26,51,16,46,12,23,4,146,31,36,14,59,13,182,29,330,24,19,2,190,28,106,21,38,10,14,0,34,2,39,17,6,53,9,111,5,30,4,64,8,26,19,110,43,390,35,0,0,230,98,53,105,8,91,28,9,2,13,1,90,20,17,3,121,23,30,4,0,0,19,2,93,21,11,3,43,19,67,14,0,45,23,11,4,9,3,0,115,16,7,0,172,58,0,3,59,7,164,20,18,6,265,52,,,,,,,,,,,0,,,,,,3,189
"223","OZS","Oak Park Public Library -- Maze Branch Library","XBR","https://catalog.swanlibraries.net/ozs","March",2015,266,,,,,,,,,"OZS Oak Park Maze",39,5,39,19,0,9,2,30,9,32,8,3,2,16,2,18,3,29,4,15,5,63,14,0,0,0,72,18,17,5,40,10,11,9,26,7,11,11,9,7,151,30,10,5,31,15,86,7,26,13,0,0,43,7,42,9,48,7,18,5,18,10,12,1,37,15,12,4,32,9,53,9,96,17,5,2,64,17,40,9,13,3,1,0,11,2,15,12,1,18,6,29,3,11,5,16,14,14,3,48,20,134,18,479,193,0,0,29,42,4,22,12,3,3,0,3,26,9,4,2,29,10,13,1,0,0,6,2,35,7,3,1,17,4,17,3,0,9,10,6,2,5,1,0,43,12,1,2,53,21,0,1,24,7,65,11,2,5,99,24,,,,,,,,,,,0,,,,,,,13
"224","PCS","Prairie State College -- Library","XBR","https://catalog.swanlibraries.net/pcs","March",2015,104,"pcs",687,720,233,8,0,1648,0.000845866928912789,"PCS Prairie State College",1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,,,,,,,,,,,0,"pcs",65,0,333,398,226,73
"225","PFS","Park Forest Public Library","XBR","https://catalog.swanlibraries.net/pfs","March",2015,192,"pfs",5349,5390,705,213,0,11657,0.00598317402326237,"PFS Park Forest",19,1,24,2,0,8,3,23,4,24,1,12,0,10,2,21,1,26,6,8,1,44,2,0,0,0,71,5,16,2,29,3,3,0,20,2,17,19,6,2,93,13,15,0,22,8,48,2,17,3,0,0,24,2,23,6,43,5,22,8,7,1,8,1,24,7,11,1,17,2,49,22,78,2,3,2,33,7,22,1,18,0,1,0,11,0,13,2,4,8,1,43,6,7,0,18,3,9,6,5,3,108,6,86,12,19,1,10,0,0,19,5,1,1,1,1,26,5,2,0,9,1,9,2,0,0,21,2,11,6,3,2,5,3,16,0,0,8,6,7,2,1,1,0,21,5,5,0,55,16,0,0,19,4,44,2,6,0,64,7,,,,,,,,,,,0,,,,,,202,86
